"sample_date","approved_site_name","latitude","longitude","location_type","disease_present","pisaster_ochraceus","pycnopodia_helianthoides","pisaster_giganteus","pisaster_brevispinus","evasterias","patiria","strongylocentrotus_purpuratus","species_no_disease_evident","species_disease_evident","name","affiliation","additional_information","add_to_map"
"2017-06-26","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","no","species not observed","no","yes","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Jan Kocian",,"On my last dive at Langley Harbor; I noticed increasing number of wasting stars; mostly P. ochraceus. On the bright side; more juvenile Pycnopodias; even one adult; although it is starting to show some signs which in the past signaled the beginning of the disease; the widening of red areas between rays and what looked like a sting of innards on one of the ray. Entered by MD.","yes"
"2017-11-06","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","species not observed","species not observed","yes","yes","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Jan Kocian",,"No improvement on the wasting disease; less stars and continuing to find badly decomposed pieces. And this dive; I did not find a single Pycno. Hopefully they moved away somewhere; but it is not a good sign; since I found wasting at Keystone as well. Entered by MD from email.","yes"
"2018-09-21","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","species not observed","species not observed","species not observed","species not observed","yes","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Jan Kocian",,"Lots of wasting including babies. Entered from email by MD.","yes"
"2018-11-13","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","no","yes","species not observed","yes","yes","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Jan Kocian",,"The stars at Langley are still the only place where I can find them in numbers. Wasting there was minimal on my last visit and I found hundred of small juveniles. Pycnopodia are still a very rare sight so no good news to report there. On my dive at Deception Pass couple days ago I found one of the Solaster stimpsoni beginning wasting; they were one of the more resilient ones there. Entered from email by MD.","yes"
"2019-01-13","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","no","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Jan Kocian",,"Starting the new year with only one; P. ochraceus; wasted star at Langley Harbor. Possession Point; Keystone; Deception Pass; all fine; at least for now. Numbers of course; are way down. Entered from email by MD.","yes"
"2018-06-11","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","no","species not observed","no","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Jan Kocian",,"56 healthy juvenile Pycnopodia. Hundreds of healthy juvenile stars. Entered by MD from email.","yes"
"2014-05-27","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","yes","species not observed","no","yes","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)",,"Jan Kocian",NULL,"35 wasted & 15 healthy Pycnopodia helianthoides; 30 wasted & 20 healthy Pisaster ochraceus; 8 wasted & 42 healthy Evasterias troschelii; 7 healthy Pisaster brevispinus","yes"
"2014-01-25","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","species not observed","yes","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Jan Kocian",,,"yes"
"2014-02-09","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","no","yes","species not observed","no","no","species not observed","species not observed","NONE","NONE","Jan Kocian",,,"yes"
"2014-02-15","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","no","yes","species not observed","yes","no","species not observed","species not observed","NONE","NONE","Jan Kocian",,,"yes"
"2014-02-22","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","yes","species not observed","yes","species not observed","species not observed","species not observed","Solaster spp","NONE","Jan Kocian",,,"yes"
"2014-03-01","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","no","yes","species not observed","yes","yes","species not observed","species not observed","NONE","NONE","Jan Kocian",,,"yes"
"2014-03-08","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","no","yes","species not observed","yes","no","species not observed","species not observed","Solaster spp","NONE","Jan Kocian",,,"yes"
"2014-03-13","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","Solaster spp","Jan Kocian",,,"yes"
"2014-03-22","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","yes","species not observed","species not observed","no","species not observed","species not observed","NONE","Solaster spp","Jan Kocian",,,"yes"
"2014-04-16","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","yes","species not observed","yes","species not observed","species not observed","species not observed","NONE","NONE","Jan Kocian",,,"yes"
"2014-04-28","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","yes","species not observed","no","no","species not observed","species not observed","NONE","NONE","Jan Kocian",,,"yes"
"2014-05-09","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","yes","species not observed","no","yes","species not observed","species not observed","NONE","NONE","Jan Kocian",,,"yes"
"2014-05-16","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","yes","yes","species not observed","species not observed","no","species not observed","species not observed","NONE","NONE","Jan Kocian",,,"yes"
"2013-11-14","Langley Harbor ST","48.039067","-122.4033","subtidal","yes","species not observed","yes","species not observed","yes","yes","species not observed","species not observed","NONE","NONE","Jan Kocian",,,"yes"
"2016-11-13","Larrabee","48.650983","-122.49365","rocky intertidal","no","no","species not observed","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata; Leptasterias spp.;","NONE (no additional sea stars observed showing disease symptoms);","Karen Steensma","Trinity Western University","We have been visiting this site in November for 25 years and first observed wasting disease in 2013. We were pleased to find no wasting disease on this most recent excursion of our invertebrate zoology course. We had 14 sets of eyeballs looking during the nighttime low tide. Thank you for your work on this issue!","yes"
"2018-05-01","Larrabee","48.650983","-122.49365","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Nichole Schmitt",,"Found 9 healthy sea stars. (Ocher)","yes"
"2014-01-14","Larrabee","48.650983","-122.49365","rocky intertidal","no","no","no","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata; Leptasterias spp","NONE (no additional sea stars observed showing disease symptoms)",,"MARINe (UCSC); Western Washington University",,"yes"
"2014-05-18","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","Leptasterias spp","NONE (no additional sea stars observed showing disease symptoms)",,"MARINe (UCSC); Western Washington University",,"yes"
"2014-05-31","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Ethan Flanagan",,,"yes"
"2014-06-12","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Dermasterias imbricata","NONE (no additional sea stars observed showing disease symptoms)","Melissa Miner (1); Ben Miner (2)","MARINe (UCSC), Western Washington University",,"yes"
"2014-12-22","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Ben Miner","Western Washington University","Only 1 diseased P. ochraceus was found--all others were healthy. Leptasterias were formerly common at this site, and none were found. Entered by Melissa Miner.","yes"
"2015-06-07","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","yes","species not observed","species not observed","Dermasterias imbricata; Leptasterias spp.; Strongylocentrotus droebachiensis","NONE (no additional sea stars observed showing disease symptoms);","Melissa Miner","MARINe (UCSC)",,"yes"
"2016-05-22","Larrabee","48.650983","-122.49365","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","Leptasterias spp.;","NONE (no additional sea stars observed showing disease symptoms);","Melissa Miner","MARINe (UCSC)","Entered by Laura Anderson","yes"
"2017-06-12","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Melissa Miner","MARINe (UCSC)","Entered by Laura Anderson","yes"
"2017-12-30","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata","NONE","Melissa Miner","University of California Santa Cruz",NULL,"yes"
"2018-06-14","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata","NONE","Melissa Miner","University of California Santa Cruz",NULL,"yes"
"2018-12-21","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata; Leptasterias spp","NONE","Melissa Miner","University of California Santa Cruz",NULL,"yes"
"2014-05-17","Larrabee","48.650983","-122.49365","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Benjamin Miner",,,"yes"
"2016-07-21","Larrabee","48.650983","-122.49365","rocky intertidal","yes","species not observed","species not observed","species not observed","yes","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","Pisaster ochraceus","Elizabet Martin",,,"yes"
"2014-08-10","Launcher Beach","41.05661","-124.14658","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Dermasterias imbricata; Henricia spp.","NONE (no additional sea stars observed showing disease symptoms)","Melissa Redfield","MARINe (UCSC)",NULL,"yes"
"2014-02-12","Lechuza Point","34.0344576","-118.86179","rocky intertidal","low","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)",,"MARINe (UCSC), University of California Santa Barbara",,"yes"
"2013-12-08","Ledge Point","50.6","-127.0833","subtidal","no","species not observed","no","species not observed","species not observed","species not observed","species not observed","species not observed","Orthasterias koehleri; Henricia spp.; Solaster spp.","NONE (no additional sea stars observed showing disease symptoms)","Jackie Hildering",,,"yes"
"2014-10-24","Leesoffskaia Bay","56.999001","-135.2824","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Dermasterias imbricata","NONE (no additional sea stars observed showing disease symptoms)","Lynn Wilbur","University of Aberdeen",NULL,"yes"
"2014-10-12","Legma Island","56.822272","-135.44625","subtidal","no","no","no","species not observed","no","no","species not observed","species not observed","Crossaster papposus; Dermasterias imbricata; Henricia spp.; Orthasterias koehleri; Solaster spp.; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms)","Lynn Wilbur","University of Aberdeen","I have video coverage of 37 minutes of diving that displays apparently healthy sea stars including Pycnopodia of various size and coloration.","yes"
"2014-07-25","Lena Cove","58.3905556","-134.75","rocky intertidal","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Leptasterias spp.","NONE (no additional sea stars observed showing disease symptoms)","Maggie Whitsell","LSU","None of the seastars attempted to flip back over when placed on their backs.","yes"
"2017-11-04","Sequit Point","34.0432346","-118.937","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","no","no","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Adriane Jones","Mount Saint Mary's University","It was a negative tide and the samples were on a rock in the water we had to wade out even tho the tide was out","yes"
"2015-01-28","Sequit Point","34.0432346","-118.937","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Jeff Porter","Brentwood School"," We found ONE SEA STAR yesterday. And we searched HARD for them. Mt strudentrs were n a mission aftwr we discussed SSWS the other day in class. The one blue ""P.Ochr"" we found was about 4"" across.  LCSB has always been teeming with sea stars, all over rocks, etc. A year ago we saw a good pop' of sea stars, and we saw some diseased ones.  It was sad and ""crazy"". S. purpuratus #'s were good.","yes"
"2014-01-29","Sequit Point","34.0432346","-118.937","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Marie Lindsey","California State Parks, Leo Carrillo State Park","Combine with sequit observation","yes"
"2014-03-15","Sequit Point","34.0432346","-118.937","rocky intertidal","no","no","species not observed","no","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Tom Ford","LMU; Center for Santa Monica Bay Studies","* added him to our Sequit entry; relatively high abundance of P. ochraceus, and no signs of wasting disease.","yes"
"2014-10-11","Leo Carrillo State Beach ST","34.043","-118.943","subtidal","yes","yes","species not observed","species not observed","species not observed","species not observed","yes","species not observed","Henricia spp.","NONE (no additional sea stars observed showing disease symptoms)","Geoff Walsh","Recreational diver","Extensive evidence of withering observed both 10/11 and 10/12 in different areas of same locale. Two weeks prior; no withering observed in same area.  I originally reported observing withering in the area in early March; then little or no withering noticed in the area since late March/early April until this past weekend. Water temperature several degrees warmer than two weeks prior. Withering observed from approximately 15 to 42 feet depth during approximately 2 hours underwater on 2 dives; one each day.","yes"
"2014-11-24","Sequit Point","34.0432346","-118.937","rocky intertidal","no","no","species not observed","no","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Jessie Altstatt","CINMS","Two apparently healthy PO found in boulder field.. P gig was a very small juvenile (< 1cm). Please see pic to confirm ID, thank you!","yes"
"2017-10-16","Sequit Point","34.0432346","-118.937","rocky intertidal","no","species not observed","species not observed","species not observed","species not observed","species not observed","no","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Jasmine Puente","West Ranch High School","Juvenile Bat Star","yes"
"2015-03-18","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","yes","no","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,,"yes"
"2015-08-12","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","species not observed","no","species not observed","no","yes","species not observed","species not observed","Dermasterias imbricata; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,,"yes"
"2015-10-28","Les Davis Tacoma","47.284222","-122.48357","subtidal","no","species not observed","no","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"E. troschelii-8. P. brevispinus-7. D. imbricate-6. M. aequalis-1. P. helianthoides-1","yes"
"2016-05-23","Les Davis Tacoma","47.284222","-122.48357","subtidal","no","species not observed","no","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,,"yes"
"2016-08-16","Les Davis Tacoma","47.284222","-122.48357","subtidal","no","no","no","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"E. troschelii-13. P. brevispinus-5. D. imbricate-2. M. aequalis-4. P. ochraceus-1. P. helianthoides=1","yes"
"2016-08-29","Les Davis Tacoma","47.284222","-122.48357","subtidal","no","no","no","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"P. helianthoides-3. E. troschelii-17. D. imbricate-1. P. brevispinus-2. Mediaster aequalis-1. P. ochraceus-1","yes"
"2016-11-14","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","yes","no","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"submitted by Melissa Miner sea star count: Evasterias 6 healthy; Dermasterias 1 healthy; P. ochraceus 1 healthy 1 sick; P. brevispinus 3 healthy; Pycnopodia 1 healthy","yes"
"2017-01-23","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","species not observed","species not observed","species not observed","yes","no","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"submitted by Melissa Miner sea star count: Evasterias 3 healthy; Dermasterias 3 healthy; P. brevispinus 1 healthy 1 sick","yes"
"2017-08-11","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","yes","no","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"submitted by Melissa Miner sea star count: Evasterias 7 healthy; Dermasterias 4 healthy; P. brevispinus 7 healthy; P. ochraceus 1 healthy 1 sick; Pycnopodia 1 healthy","yes"
"2017-10-20","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","yes","species not observed","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"submitted by Melissa Miner sea star count: Evasterias 6 healthy; Dermasterias 3 healthy; P. brevispinus 6 healthy; P. ochraceus 1 sick","yes"
"2018-02-23","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","no","no","species not observed","no","yes","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"E. troschelii-6 (1ssws). P. helianthoides-1. P. ochraceus-2. P. brevispinus-1","yes"
"2018-05-04","Les Davis Tacoma","47.284222","-122.48357","subtidal","no","species not observed","species not observed","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"D. imbricate- 7. E. troschelii- 12. P. brevispinus- 4. ","yes"
"2018-06-22","Les Davis Tacoma","47.284222","-122.48357","subtidal","no","no","no","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"P. ochraceus- 3. D. imbricate- 1. E. troschelii- 11. P. helianthoides- 2. ","yes"
"2018-08-31","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","no","yes","species not observed","no","yes","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"P. brevispinus -8. P. ochraceus -7. E. trochselii -27 (1 ssws). P. helianthoides -1 (ssws). D. imbricate -2","yes"
"2018-10-26","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","no","species not observed","species not observed","no","yes","species not observed","species not observed","Dermasterias imbricata;","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"P. ochraceus -6. E. troschelii -14 (5 ssws). D. imbricate -4. P. brevispinus -1","yes"
"2014-01-02","Les Davis Tacoma","47.284222","-122.48357","subtidal","yes","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Gavin Wuttken","Point Defiance Zoo and Aquarium",,"yes"
"2014-06-14","Lighthouse Beach","43.339131","-124.37335","rocky intertidal","yes","yes","no","species not observed","species not observed","species not observed","species not observed","species not observed","Henricia spp.","NONE (no additional sea stars observed showing disease symptoms)","Kristin Hovenkotter",NULL,"Lighthouse beach is just north of Sunset Bay around the point near the Cape Arago Lighthouse (on Gregory Point). There were several advanced cases of pisaster wasting.","yes"
"2014-08-22","Lighthouse Park","49.337167","-123.2702","subtidal","yes","yes","yes","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata; Henricia spp; Mediaster aequalis; Orthasterias koehleri","NONE",NULL,"Vancouver Aquarium",,"yes"
"2014-05-01","Lilliwaup State Park","47.4630556","-123.11222","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Clara Turnbull-Murphy","The Evergreen State College",,"yes"
"2014-08-31","Lime Kiln State Park ST","36.008874","-121.5249","subtidal","yes","no","no","species not observed","species not observed","species not observed","yes","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)",,"Dan Schwartz",NULL,"Pisaster giganteus and Pisaster ochraceus very large and healthy. Saw many Asterina (Patiria) miniata but only observed two showing symptoms","yes"
"2014-05-18","Lindsay Beach","47.788084","-122.82465","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Chrissy McLean (1); Joel Kawahara","Port Townsend Marine Science Center",,"yes"
"2014-06-11","Lions Bay","49.50315","-123.25228","subtidal","no","species not observed","species not observed","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata; Mediaster aequalis","NONE",NULL,"Vancouver Aquarium",,"yes"
"2014-06-12","Lions Bay","49.50315","-123.25228","subtidal","yes","species not observed","yes","species not observed","species not observed","no","species not observed","species not observed","Dermasterias imbricata; Mediaster aequalis; Orthasterias koehleri; Stylasterias forreri","NONE",NULL,"Vancouver Aquarium",,"yes"
"2016-08-07","Little Basket Bay S","57.6094","-134.8665","subtidal","yes","species not observed","yes","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Mike Donnellan","Alaska Department of Fish and Game","HENRICIA PRESENT; 2 DISEASED SPECIES NOT SPECIFIED. 2 DISEASED PYCNOPODIA; HEALTHY PYCNOPODIAs DEEPER. Entered by MD from data sent.","yes"
"2013-11-04","Buck Gully South","33.588246","-117.86736","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Jay Smith","MARINe (CSUF), California State University Pomona",,"yes"
"2014-03-26","Buck Gully South","33.588246","-117.86736","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Emily Usaha","University of California Berkeley",,"yes"
"2013-12-02","Little Dume; Malibu","34.00491","-118.78912","subtidal","yes","species not observed","species not observed","species not observed","species not observed","species not observed","yes","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Avrey Parsons-Field","PISCO (UCSB)",,"yes"
"2014-01-27","Little Irish","35.178067","-120.81773","subtidal","yes","no","no","no","species not observed","species not observed","yes","species not observed","Dermasterias imbricata; Henricia spp; Leptasterias spp; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms)",,"UCSC","30-50 feet (9-15 meters)","yes"
"2014-03-28","Little Irish","35.178067","-120.81773","subtidal","yes","no","no","no","species not observed","species not observed","yes","species not observed","Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms)",,"University of California Santa Cruz",,"yes"
"2015-07-26","Little James Island","47.9118056","-124.64508","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Kristine Cooksey",,,"yes"
"2016-03-18","Scorpion Rock","34.04552","-119.54685","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","no","no","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Laura Anderson","MARINe (UCSC)","Noted during abalone sampling. One juv and one adult Patiria","yes"
"2015-03-20","Lobo Canyon","34.0205","-120.10641","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","no","Leptasterias spp.;","NONE (no additional sea stars observed showing disease symptoms);","Emily Tucker","MARINe (UCSC)",,"yes"
"2015-05-19","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","no","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson.","yes"
"2015-01-03","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Juveniles were recorded as PISOCH but upon inspection of photos there were EVATRO intermixed (so entered as UNIDED under 30mm..). Entered by Laura Anderson","yes"
"2015-02-16","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","yes","no","no","species not observed","species not observed","yes","species not observed","species not observed","NONE (no additional sea stars observed showing disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson. The email from these people to Melissa Miner said they were going to send a few pictures later on but I never got these from Melissa.. Maybe worth asking if she ever received them?","yes"
"2015-03-16","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","yes","no","species not observed","species not observed","species not observed","yes","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
"2015-04-08","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","One Evasterias regrowing 3 arms.. Entered by Laura Anderson","yes"
"2015-04-22","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","no","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
"2015-05-08","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","no","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
"2016-04-25","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
"2016-05-25","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
"2017-04-27","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson.","yes"
"2017-05-15","Hood Canal Lofall Dock","47.8149722","-122.65525","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Linda Martin","Kitsap Beach Naturalists","Entered by Laura Anderson","yes"
