"","X.1","X","longitude","latitude","begin","end","ID","season","year"
"1452",1452,1452,-120.60886,34.5459,"2001-05-22","2001-07-24","doi:10.6085/AA/ARGXXX_015ADCP015R00_20010522.50.3",2,2001
"1453",1453,1453,-120.60886,34.5459,"2001-05-22","2001-07-24","doi:10.6085/AA/ARGXXX_015ADCP015R00_20010522.50.2",2,2001
"1454",1454,1454,-120.608833,34.54685,"2001-05-22","2001-07-24","doi:10.6085/AA/ARGXXX_015ADCP015R00_20010522.50.1",2,2001
"1455",1455,1455,-120.608833,34.54685,"2000-12-05","2001-02-05","doi:10.6085/AA/ARGXXX_015ADCP015R00_20001205.50.1",3,2001
"1456",1456,1456,-120.608833,34.54685,"2001-02-15","2001-05-11","doi:10.6085/AA/ARGXXX_015ADCP015R00_20010215.50.1",1,2001
"1457",1457,1457,-120.60886,34.5459,"2008-04-11","2008-05-16","doi:10.6085/AA/ARGXXX_015ADCP015R00_20080411.50.1",1,2008
"1458",1458,1458,-120.60886,34.5459,"2008-04-11","2008-05-16","doi:10.6085/AA/ARGXXX_015ADCP015R00_20080411.50.2",1,2008
"1459",1459,1459,-120.60886,34.5459,"2008-04-11","2008-05-16","doi:10.6085/AA/ARGXXX_015ADCP015R00_20080411.50.3",1,2008
"1460",1460,1460,-120.60886,34.5459,"2008-04-11","2008-05-16","doi:10.6085/AA/ARGXXX_015ADCP015R00_20080411.50.4",1,2008
"1461",1461,1461,-124.074776,44.8418,"2002-05-14","2002-07-15","doi:10.6085/AA/FC15CX_015ADCP014R00_20020514.50.4",2,2002
"1462",1462,1462,-124.074776,44.8418,"2002-05-14","2002-07-15","doi:10.6085/AA/FC15CX_015ADCP014R00_20020514.50.3",2,2002
"1463",1463,1463,-124.074776,44.8418,"2002-05-14","2002-07-15","doi:10.6085/AA/FC15CX_015ADCP014R00_20020514.50.2",2,2002
"1464",1464,1464,-124.0734,44.8418,"2002-05-14","2002-07-15","doi:10.6085/AA/FC15CX_015ADCP014R00_20020514.50.1",2,2002
"1465",1465,1465,-122.1579,36.9729,"2000-06-19","2000-07-14","doi:10.6085/AA/SHB001_021ADCP020R00_20000619.50.1",2,2000
"1466",1466,1466,-120.6276,34.72602,"2007-08-02","2007-11-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20070802.50.6",3,2007
"1467",1467,1467,-120.6276,34.72602,"2007-08-02","2007-11-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20070802.50.5",3,2007
"1468",1468,1468,-120.6268,34.726483,"2007-08-02","2007-11-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20070802.50.1",3,2007
"1469",1469,1469,-120.6276,34.72602,"2007-08-02","2007-11-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20070802.50.4",3,2007
"1470",1470,1470,-120.6276,34.72602,"2007-08-02","2007-11-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20070802.50.3",3,2007
"1471",1471,1471,-120.6276,34.72602,"2007-08-02","2007-11-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20070802.50.2",3,2007
"1472",1472,1472,-119.931633,34.42485,"1999-07-21","1999-08-13","doi:10.6085/AA/ELLXXX_015ADCP015R00_19990721.50.1",2,1999
"1473",1473,1473,-119.93203,34.42403,"1999-07-21","1999-08-13","doi:10.6085/AA/ELLXXX_015ADCP015R00_19990721.50.2",2,1999
"1474",1474,1474,-119.931633,34.42485,"2001-04-18","2001-07-12","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010418.50.1",1,2001
"1475",1475,1475,-119.93203,34.42403,"2001-04-18","2001-07-12","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010418.50.2",1,2001
"1476",1476,1476,-119.93203,34.42403,"2001-04-18","2001-07-12","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010418.50.4",1,2001
"1477",1477,1477,-119.93203,34.42403,"2001-04-18","2001-07-12","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010418.50.3",1,2001
"1478",1478,1478,-119.931633,34.42485,"2000-02-08","2000-04-11","doi:10.6085/AA/ELLXXX_015ADCP015R00_20000208.50.1",1,2000
"1479",1479,1479,-119.93203,34.42403,"2000-02-08","2000-04-11","doi:10.6085/AA/ELLXXX_015ADCP015R00_20000208.50.2",1,2000
"1480",1480,1480,-119.93203,34.42403,"2000-02-08","2000-04-11","doi:10.6085/AA/ELLXXX_015ADCP015R00_20000208.50.4",1,2000
"1481",1481,1481,-119.93203,34.42403,"2000-02-08","2000-04-11","doi:10.6085/AA/ELLXXX_015ADCP015R00_20000208.50.3",1,2000
"1482",1482,1482,-119.93203,34.42403,"2001-10-15","2001-12-27","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010717.50.2",3,2001
"1483",1483,1483,-119.93203,34.42403,"2001-10-15","2001-12-27","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010717.50.4",3,2001
"1484",1484,1484,-119.93203,34.42403,"2001-10-15","2001-12-27","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010717.50.3",3,2001
"1485",1485,1485,-119.931633,34.42485,"2001-10-15","2001-12-27","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010717.50.1",3,2001
"1486",1486,1486,-119.69602,34.0313,"2007-06-08","2007-09-07","doi:10.6085/AA/PELXXX_015ADCP015R00_20070608.50.9",2,2007
"1487",1487,1487,-119.69602,34.0313,"2007-06-08","2007-09-07","doi:10.6085/AA/PELXXX_015ADCP015R00_20070608.50.8",2,2007
"1488",1488,1488,-119.69602,34.0313,"2007-06-08","2007-09-07","doi:10.6085/AA/PELXXX_015ADCP015R00_20070608.50.6",2,2007
"1489",1489,1489,-119.69602,34.0313,"2007-06-08","2007-09-07","doi:10.6085/AA/PELXXX_015ADCP015R00_20070608.50.7",2,2007
"1490",1490,1490,-119.69602,34.0313,"2007-06-08","2007-09-07","doi:10.6085/AA/PELXXX_015ADCP015R00_20070608.50.4",2,2007
"1491",1491,1491,-119.69602,34.0313,"2007-06-08","2007-09-07","doi:10.6085/AA/PELXXX_015ADCP015R00_20070608.50.3",2,2007
"1492",1492,1492,-119.69602,34.0313,"2007-06-08","2007-09-07","doi:10.6085/AA/PELXXX_015ADCP015R00_20070608.50.2",2,2007
"1493",1493,1493,-119.69602,34.0313,"2008-03-11","2008-06-16","doi:10.6085/AA/PELXXX_015ADCP015R00_20080311.50.4",1,2008
"1494",1494,1494,-119.69602,34.0313,"2008-03-11","2008-06-16","doi:10.6085/AA/PELXXX_015ADCP015R00_20080311.50.1",1,2008
"1495",1495,1495,-119.69602,34.0313,"2008-03-11","2008-06-16","doi:10.6085/AA/PELXXX_015ADCP015R00_20080311.50.3",1,2008
"1496",1496,1496,-119.69602,34.0313,"2008-03-11","2008-06-16","doi:10.6085/AA/PELXXX_015ADCP015R00_20080311.50.2",1,2008
"1497",1497,1497,-119.69665,34.03065,"2007-06-08","2007-09-07","doi:10.6085/AA/PELXXX_015ADCP015R00_20070608.50.1",2,2007
"1498",1498,1498,-119.69602,34.0313,"2007-06-08","2007-09-07","doi:10.6085/AA/PELXXX_015ADCP015R00_20070608.50.5",2,2007
"1499",1499,1499,-119.69665,34.03065,"2004-10-11","2004-12-20","doi:10.6085/AA/PELXXX_015ADCP015R00_20041011.50.3",3,2004
"1500",1500,1500,-119.69665,34.03065,"2004-10-11","2004-12-20","doi:10.6085/AA/PELXXX_015ADCP015R00_20041011.50.2",3,2004
"1501",1501,1501,-119.69602,34.0313,"2004-10-11","2004-12-20","doi:10.6085/AA/PELXXX_015ADCP015R00_20041011.50.4",3,2004
"1502",1502,1502,-120.03137,34.03849,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.11",2,2005
"1503",1503,1503,-120.03137,34.03849,"2005-07-27","2005-10-11","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050727.50.10",3,2005
"1504",1504,1504,-120.03137,34.03849,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.10",2,2005
"1505",1505,1505,-120.03137,34.03849,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.8",2,2005
"1506",1506,1506,-120.03137,34.03849,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.9",2,2005
"1507",1507,1507,-120.03137,34.03849,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.7",2,2005
"1508",1508,1508,-120.032283,34.03795,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.3",2,2005
"1509",1509,1509,-120.032283,34.03795,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.2",2,2005
"1510",1510,1510,-120.03137,34.03849,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.6",2,2005
"1511",1511,1511,-120.03137,34.03849,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.4",2,2005
"1512",1512,1512,-120.03137,34.03849,"2005-04-21","2005-07-16","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050421.50.5",2,2005
"1513",1513,1513,-120.03137,34.03849,"2005-07-27","2005-10-11","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050727.50.9",3,2005
"1514",1514,1514,-120.03137,34.03849,"2005-07-27","2005-10-11","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050727.50.8",3,2005
"1515",1515,1515,-120.03137,34.03849,"2005-07-27","2005-10-11","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050727.50.7",3,2005
"1516",1516,1516,-120.03137,34.03849,"2005-07-27","2005-10-11","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050727.50.6",3,2005
"1517",1517,1517,-120.032283,34.03795,"2005-07-27","2005-10-11","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050727.50.3",3,2005
"1518",1518,1518,-120.032283,34.03795,"2005-07-27","2005-10-11","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050727.50.2",3,2005
"1519",1519,1519,-120.03137,34.03849,"2005-07-27","2005-10-11","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050727.50.4",3,2005
"1520",1520,1520,-120.03137,34.03849,"2005-07-27","2005-10-11","doi:10.6085/AA/BEAXXX_015ADCP015R00_20050727.50.5",3,2005
"1521",1521,1521,-124.0238,45.0019,"2001-04-20","2001-07-09","doi:10.6085/AA/CH15CX_015ADCP014R00_20010420.50.1",1,2001
"1522",1522,1522,-120.3325,34.01501,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.11",3,2005
"1523",1523,1523,-120.3325,34.01501,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.10",3,2005
"1524",1524,1524,-120.3325,34.01501,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.9",3,2005
"1525",1525,1525,-120.332517,34.015917,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.2",3,2005
"1526",1526,1526,-120.332517,34.015917,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.3",3,2005
"1527",1527,1527,-120.3325,34.01501,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.6",3,2005
"1528",1528,1528,-120.3325,34.01501,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.8",3,2005
"1529",1529,1529,-120.3325,34.01501,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.4",3,2005
"1530",1530,1530,-120.3325,34.01501,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.7",3,2005
"1531",1531,1531,-120.3325,34.01501,"2004-11-30","2005-03-02","doi:10.6085/AA/SMSXXX_015ADCP015R00_20041130.50.5",3,2005
"1532",1532,1532,-120.3325,34.01501,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.10",2,2005
"1533",1533,1533,-120.3325,34.01501,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.11",2,2005
"1534",1534,1534,-120.3325,34.01501,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.11",1,2005
"1535",1535,1535,-120.3325,34.01501,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.10",1,2005
"1536",1536,1536,-120.332517,34.015917,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.3",1,2005
"1537",1537,1537,-120.332517,34.015917,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.2",1,2005
"1538",1538,1538,-120.3325,34.01501,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.6",1,2005
"1539",1539,1539,-120.3325,34.01501,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.8",1,2005
"1540",1540,1540,-120.3325,34.01501,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.9",1,2005
"1541",1541,1541,-120.3325,34.01501,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.4",1,2005
"1542",1542,1542,-120.3325,34.01501,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.7",1,2005
"1543",1543,1543,-120.3325,34.01501,"2005-03-02","2005-05-25","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050302.50.5",1,2005
"1544",1544,1544,-120.3325,34.01501,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.8",2,2005
"1545",1545,1545,-120.3325,34.01501,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.9",2,2005
"1546",1546,1546,-120.332517,34.015917,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.3",2,2005
"1547",1547,1547,-120.332517,34.015917,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.2",2,2005
"1548",1548,1548,-120.3325,34.01501,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.6",2,2005
"1549",1549,1549,-120.3325,34.01501,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.4",2,2005
"1550",1550,1550,-120.3325,34.01501,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.7",2,2005
"1551",1551,1551,-120.3325,34.01501,"2005-06-13","2005-09-20","doi:10.6085/AA/SMSXXX_015ADCP015R00_20050613.50.5",2,2005
"1552",1552,1552,-120.3325,34.01501,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.10",1,2007
"1553",1553,1553,-124.0999,44.4991,"2005-08-12","2005-09-13","doi:10.6085/AA/SR15CX_015ADCP014R00_20050812.50.1",2,2005
"1554",1554,1554,-124.1012,44.4994,"2002-05-15","2002-06-26","doi:10.6085/AA/SR15CX_015ADCP014R00_20020515.50.1",2,2002
"1555",1555,1555,-119.66934,33.97762,"2007-04-27","2007-07-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20070427.50.9",2,2007
"1556",1556,1556,-119.66934,33.97762,"2007-04-27","2007-07-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20070427.50.8",2,2007
"1557",1557,1557,-119.66934,33.97762,"2007-02-08","2007-04-27","doi:10.6085/AA/VALXXX_015ADCP015R00_20070208.50.9",1,2007
"1558",1558,1558,-119.66934,33.97762,"2007-02-08","2007-04-27","doi:10.6085/AA/VALXXX_015ADCP015R00_20070208.50.8",1,2007
"1559",1559,1559,-119.66934,33.97762,"2007-02-08","2007-04-27","doi:10.6085/AA/VALXXX_015ADCP015R00_20070208.50.6",1,2007
"1560",1560,1560,-119.66934,33.97762,"2007-02-08","2007-04-27","doi:10.6085/AA/VALXXX_015ADCP015R00_20070208.50.7",1,2007
"1561",1561,1561,-119.66934,33.97762,"2007-02-08","2007-04-27","doi:10.6085/AA/VALXXX_015ADCP015R00_20070208.50.4",1,2007
"1562",1562,1562,-119.66934,33.97762,"2007-02-08","2007-04-27","doi:10.6085/AA/VALXXX_015ADCP015R00_20070208.50.2",1,2007
"1563",1563,1563,-119.66934,33.97762,"2007-02-08","2007-04-27","doi:10.6085/AA/VALXXX_015ADCP015R00_20070208.50.3",1,2007
"1564",1564,1564,-119.66934,33.97762,"2007-02-08","2007-04-27","doi:10.6085/AA/VALXXX_015ADCP015R00_20070208.50.5",1,2007
"1565",1565,1565,-119.66934,33.97762,"2007-04-27","2007-07-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20070427.50.6",2,2007
"1566",1566,1566,-119.66934,33.97762,"2007-04-27","2007-07-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20070427.50.7",2,2007
"1567",1567,1567,-119.66934,33.97762,"2007-04-27","2007-07-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20070427.50.2",2,2007
"1568",1568,1568,-119.66934,33.97762,"2007-04-27","2007-07-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20070427.50.3",2,2007
"1569",1569,1569,-119.670017,33.978317,"2007-02-08","2007-04-27","doi:10.6085/AA/VALXXX_015ADCP015R00_20070208.50.1",1,2007
"1570",1570,1570,-119.670017,33.978317,"2007-04-27","2007-07-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20070427.50.1",2,2007
"1571",1571,1571,-119.66934,33.97762,"2007-04-27","2007-07-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20070427.50.4",2,2007
"1572",1572,1572,-119.66934,33.97762,"2007-04-27","2007-07-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20070427.50.5",2,2007
"1573",1573,1573,-119.66934,33.97762,"2007-07-24","2007-10-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20070724.50.9",2,2007
"1574",1574,1574,-119.66934,33.97762,"2007-07-24","2007-10-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20070724.50.7",2,2007
"1575",1575,1575,-119.66934,33.97762,"2007-07-24","2007-10-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20070724.50.8",2,2007
"1576",1576,1576,-119.66934,33.97762,"2007-12-13","2008-03-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20071213.50.7",3,2008
"1577",1577,1577,-119.66934,33.97762,"2007-12-13","2008-03-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20071213.50.8",3,2008
"1578",1578,1578,-119.66934,33.97762,"2007-12-13","2008-03-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20071213.50.6",3,2008
"1579",1579,1579,-119.66934,33.97762,"2007-07-24","2007-10-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20070724.50.4",2,2007
"1580",1580,1580,-119.66934,33.97762,"2007-07-24","2007-10-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20070724.50.6",2,2007
"1581",1581,1581,-119.66934,33.97762,"2007-07-24","2007-10-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20070724.50.5",2,2007
"1582",1582,1582,-119.66934,33.97762,"2007-12-13","2008-03-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20071213.50.5",3,2008
"1583",1583,1583,-119.66934,33.97762,"2007-07-24","2007-10-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20070724.50.2",2,2007
"1584",1584,1584,-119.66934,33.97762,"2007-07-24","2007-10-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20070724.50.3",2,2007
"1585",1585,1585,-119.670017,33.978317,"2007-07-24","2007-10-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20070724.50.1",2,2007
"1586",1586,1586,-119.66934,33.97762,"2007-12-13","2008-03-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20071213.50.4",3,2008
"1587",1587,1587,-119.66934,33.97762,"2007-12-13","2008-03-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20071213.50.2",3,2008
"1588",1588,1588,-119.66934,33.97762,"2007-12-13","2008-03-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20071213.50.1",3,2008
"1589",1589,1589,-119.66934,33.97762,"2007-12-13","2008-03-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20071213.50.3",3,2008
"1590",1590,1590,-119.66934,33.97762,"2008-03-05","2008-06-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20080305.50.7",1,2008
"1591",1591,1591,-119.66934,33.97762,"2008-03-05","2008-06-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20080305.50.6",1,2008
"1592",1592,1592,-119.66934,33.97762,"2008-03-05","2008-06-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20080305.50.5",1,2008
"1593",1593,1593,-119.66934,33.97762,"2008-03-05","2008-06-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20080305.50.1",1,2008
"1594",1594,1594,-119.66934,33.97762,"2008-03-05","2008-06-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20080305.50.4",1,2008
"1595",1595,1595,-119.66934,33.97762,"2008-03-05","2008-06-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20080305.50.3",1,2008
"1596",1596,1596,-119.66934,33.97762,"2008-03-05","2008-06-05","doi:10.6085/AA/VALXXX_015ADCP015R00_20080305.50.2",1,2008
"1597",1597,1597,-119.66934,33.97762,"2004-04-02","2004-06-28","doi:10.6085/AA/VALXXX_015ADCP015R00_20040402.50.6",1,2004
"1598",1598,1598,-119.66934,33.97762,"2004-04-02","2004-06-28","doi:10.6085/AA/VALXXX_015ADCP015R00_20040402.50.7",1,2004
"1599",1599,1599,-119.66934,33.97762,"2004-04-02","2004-06-28","doi:10.6085/AA/VALXXX_015ADCP015R00_20040402.50.5",1,2004
"1600",1600,1600,-119.670017,33.978317,"2004-04-02","2004-06-28","doi:10.6085/AA/VALXXX_015ADCP015R00_20040402.50.3",1,2004
"1601",1601,1601,-119.670017,33.978317,"2004-04-02","2004-06-28","doi:10.6085/AA/VALXXX_015ADCP015R00_20040402.50.2",1,2004
"1602",1602,1602,-119.66934,33.97762,"2004-04-02","2004-06-28","doi:10.6085/AA/VALXXX_015ADCP015R00_20040402.50.4",1,2004
"1603",1603,1603,-119.670017,33.978317,"2004-04-02","2004-06-28","doi:10.6085/AA/VALXXX_015ADCP015R00_20040402.50.1",1,2004
"1604",1604,1604,-119.670017,33.978317,"2003-12-02","2004-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20031202.50.3",3,2004
"1605",1605,1605,-119.670017,33.978317,"2003-12-02","2004-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20031202.50.2",3,2004
"1606",1606,1606,-119.66934,33.97762,"2003-12-02","2004-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20031202.50.6",3,2004
"1607",1607,1607,-119.66934,33.97762,"2003-12-02","2004-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20031202.50.4",3,2004
"1608",1608,1608,-119.66934,33.97762,"2003-12-02","2004-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20031202.50.7",3,2004
"1609",1609,1609,-119.66934,33.97762,"2003-12-02","2004-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20031202.50.5",3,2004
"1610",1610,1610,-119.66934,33.97762,"2004-07-13","2004-10-07","doi:10.6085/AA/VALXXX_015ADCP015R00_20040713.50.6",2,2004
"1611",1611,1611,-119.66934,33.97762,"2004-07-13","2004-10-07","doi:10.6085/AA/VALXXX_015ADCP015R00_20040713.50.7",2,2004
"1612",1612,1612,-119.66934,33.97762,"2004-07-13","2004-10-07","doi:10.6085/AA/VALXXX_015ADCP015R00_20040713.50.5",2,2004
"1613",1613,1613,-119.670017,33.978317,"2004-07-13","2004-10-07","doi:10.6085/AA/VALXXX_015ADCP015R00_20040713.50.3",2,2004
"1614",1614,1614,-119.670017,33.978317,"2004-07-13","2004-10-07","doi:10.6085/AA/VALXXX_015ADCP015R00_20040713.50.2",2,2004
"1615",1615,1615,-119.66934,33.97762,"2004-07-13","2004-10-07","doi:10.6085/AA/VALXXX_015ADCP015R00_20040713.50.4",2,2004
"1616",1616,1616,-119.670017,33.978317,"2004-07-13","2004-10-07","doi:10.6085/AA/VALXXX_015ADCP015R00_20040713.50.1",2,2004
"1617",1617,1617,-119.670017,33.978317,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.2",3,2004
"1618",1618,1618,-119.66934,33.97762,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.11",3,2004
"1619",1619,1619,-119.66934,33.97762,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.10",3,2004
"1620",1620,1620,-119.66934,33.97762,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.8",3,2004
"1621",1621,1621,-119.66934,33.97762,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.9",3,2004
"1622",1622,1622,-119.66934,33.97762,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.7",3,2004
"1623",1623,1623,-119.670017,33.978317,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.3",3,2004
"1624",1624,1624,-119.66934,33.97762,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.6",3,2004
"1625",1625,1625,-119.66934,33.97762,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.5",3,2004
"1626",1626,1626,-119.66934,33.97762,"2004-10-11","2004-12-20","doi:10.6085/AA/VALXXX_015ADCP015R00_20041011.50.4",3,2004
"1627",1627,1627,-122.0606,36.9463,"2006-06-22","2006-07-01","doi:10.6085/AA/TPT011_010ADCP009R00_20060622.50.1",2,2006
"1628",1628,1628,-122.06115,36.945521,"2006-06-22","2006-07-01","doi:10.6085/AA/TPT011_010ADCP009R00_20060622.50.5",2,2006
"1629",1629,1629,-122.06115,36.945521,"2006-06-22","2006-07-01","doi:10.6085/AA/TPT011_010ADCP009R00_20060622.50.2",2,2006
"1630",1630,1630,-122.06115,36.945521,"2006-06-22","2006-07-01","doi:10.6085/AA/TPT011_010ADCP009R00_20060622.50.4",2,2006
"1631",1631,1631,-122.06115,36.945521,"2006-06-22","2006-07-01","doi:10.6085/AA/TPT011_010ADCP009R00_20060622.50.3",2,2006
"1632",1632,1632,-119.670017,33.978317,"2002-07-10","2002-10-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20020710.50.3",2,2002
"1633",1633,1633,-119.66934,33.97762,"2002-07-10","2002-10-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20020710.50.7",2,2002
"1634",1634,1634,-119.66934,33.97762,"2002-07-10","2002-10-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20020710.50.6",2,2002
"1635",1635,1635,-119.66934,33.97762,"2002-07-10","2002-10-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20020710.50.8",2,2002
"1636",1636,1636,-119.66934,33.97762,"2002-07-10","2002-10-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20020710.50.4",2,2002
